Mode,0,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0
Bounding Box Position,,,,,,,,,,
983,244,996,264,,,,,,,
X,Y,,,,,,,,,
986,258,,,,,,,,,
993,259,,,,,,,,,
988,254,,,,,,,,,
988,249,,,,,,,,,
984,251,,,,,,,,,
987,257,,,,,,,,,
984,261,,,,,,,,,
992,250,,,,,,,,,
991,248,,,,,,,,,
984,245,,,,,,,,,
986,262,,,,,,,,,
992,259,,,,,,,,,
993,263,,,,,,,,,
989,254,,,,,,,,,
991,249,,,,,,,,,
987,251,,,,,,,,,
984,260,,,,,,,,,
990,257,,,,,,,,,
987,253,,,,,,,,,
991,255,,,,,,,,,
992,253,,,,,,,,,
987,262,,,,,,,,,
991,256,,,,,,,,,
993,261,,,,,,,,,
989,252,,,,,,,,,
987,247,,,,,,,,,
990,253,,,,,,,,,
992,252,,,,,,,,,
990,255,,,,,,,,,
990,250,,,,,,,,,
990,258,,,,,,,,,
984,246,,,,,,,,,
993,262,,,,,,,,,
984,254,,,,,,,,,
991,260,,,,,,,,,
983,257,,,,,,,,,
986,252,,,,,,,,,
986,247,,,,,,,,,
985,253,,,,,,,,,
987,248,,,,,,,,,
984,264,,,,,,,,,
983,258,,,,,,,,,
985,246,,,,,,,,,
985,254,,,,,,,,,
985,256,,,,,,,,,
987,249,,,,,,,,,
983,244,,,,,,,,,
983,261,,,,,,,,,
983,262,,,,,,,,,
990,254,,,,,,,,,
992,257,,,,,,,,,
990,256,,,,,,,,,
990,249,,,,,,,,,
990,251,,,,,,,,,
989,257,,,,,,,,,
986,261,,,,,,,,,
991,253,,,,,,,,,
994,264,,,,,,,,,
986,245,,,,,,,,,
990,263,,,,,,,,,
992,256,,,,,,,,,
992,251,,,,,,,,,
991,263,,,,,,,,,
991,254,,,,,,,,,
987,256,,,,,,,,,
990,252,,,,,,,,,
989,253,,,,,,,,,
993,252,,,,,,,,,
989,255,,,,,,,,,
987,250,,,,,,,,,
987,258,,,,,,,,,
985,263,,,,,,,,,
992,260,,,,,,,,,
987,252,,,,,,,,,
985,247,,,,,,,,,
988,255,,,,,,,,,
988,248,,,,,,,,,
985,264,,,,,,,,,
984,258,,,,,,,,,
986,246,,,,,,,,,
984,263,,,,,,,,,
986,256,,,,,,,,,
986,251,,,,,,,,,
989,260,,,,,,,,,
985,258,,,,,,,,,
987,246,,,,,,,,,
984,262,,,,,,,,,
991,257,,,,,,,,,
989,249,,,,,,,,,
996,261,,,,,,,,,
989,251,,,,,,,,,
986,260,,,,,,,,,
985,261,,,,,,,,,
993,255,,,,,,,,,
991,250,,,,,,,,,
987,264,,,,,,,,,
985,245,,,,,,,,,
985,262,,,,,,,,,
993,256,,,,,,,,,
991,251,,,,,,,,,
992,254,,,,,,,,,
988,251,,,,,,,,,
983,260,,,,,,,,,
988,253,,,,,,,,,
992,255,,,,,,,,,
988,250,,,,,,,,,
993,253,,,,,,,,,
988,258,,,,,,,,,
990,262,,,,,,,,,
993,260,,,,,,,,,
993,254,,,,,,,,,
988,252,,,,,,,,,
991,252,,,,,,,,,
989,248,,,,,,,,,
989,250,,,,,,,,,
989,258,,,,,,,,,
996,262,,,,,,,,,
983,263,,,,,,,,,
985,251,,,,,,,,,
990,260,,,,,,,,,
986,253,,,,,,,,,
983,264,,,,,,,,,
986,250,,,,,,,,,
