Mode,0,,,,,,,,,
0,0,0,0,0,0,0,0,1,0,0
Bounding Box Position,,,,,,,,,,
710,205,722,219,,,,,,,
X,Y,,,,,,,,,
720,212,,,,,,,,,
716,216,,,,,,,,,
719,219,,,,,,,,,
719,217,,,,,,,,,
713,208,,,,,,,,,
720,218,,,,,,,,,
716,212,,,,,,,,,
720,216,,,,,,,,,
714,209,,,,,,,,,
713,205,,,,,,,,,
719,214,,,,,,,,,
721,215,,,,,,,,,
716,215,,,,,,,,,
718,214,,,,,,,,,
712,207,,,,,,,,,
721,212,,,,,,,,,
717,216,,,,,,,,,
718,217,,,,,,,,,
714,208,,,,,,,,,
713,206,,,,,,,,,
717,212,,,,,,,,,
721,216,,,,,,,,,
713,209,,,,,,,,,
712,205,,,,,,,,,
719,211,,,,,,,,,
718,213,,,,,,,,,
720,214,,,,,,,,,
721,218,,,,,,,,,
711,207,,,,,,,,,
710,206,,,,,,,,,
718,216,,,,,,,,,
720,215,,,,,,,,,
718,211,,,,,,,,,
717,218,,,,,,,,,
721,213,,,,,,,,,
717,217,,,,,,,,,
714,206,,,,,,,,,
718,212,,,,,,,,,
722,216,,,,,,,,,
712,209,,,,,,,,,
711,205,,,,,,,,,
710,208,,,,,,,,,
717,213,,,,,,,,,
721,217,,,,,,,,,
710,205,,,,,,,,,
711,208,,,,,,,,,
718,215,,,,,,,,,
716,214,,,,,,,,,
714,207,,,,,,,,,
721,214,,,,,,,,,
719,215,,,,,,,,,
718,218,,,,,,,,,
720,213,,,,,,,,,
716,217,,,,,,,,,
711,206,,,,,,,,,
710,207,,,,,,,,,
719,212,,,,,,,,,
711,209,,,,,,,,,
716,213,,,,,,,,,
720,217,,,,,,,,,
712,208,,,,,,,,,
719,218,,,,,,,,,
717,215,,,,,,,,,
719,216,,,,,,,,,
713,207,,,,,,,,,
714,205,,,,,,,,,
722,214,,,,,,,,,
722,215,,,,,,,,,
719,213,,,,,,,,,
717,214,,,,,,,,,
712,206,,,,,,,,,
