Mode,0,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0
Bounding Box Position,,,,,,,,,,
363,168,455,269,,,,,,,
X,Y,,,,,,,,,
366,217,,,,,,,,,
392,168,,,,,,,,,
400,205,,,,,,,,,
363,219,,,,,,,,,
402,211,,,,,,,,,
453,268,,,,,,,,,
455,228,,,,,,,,,
455,226,,,,,,,,,
405,207,,,,,,,,,
400,208,,,,,,,,,
389,168,,,,,,,,,
363,220,,,,,,,,,
403,209,,,,,,,,,
401,207,,,,,,,,,
401,210,,,,,,,,,
366,216,,,,,,,,,
453,224,,,,,,,,,
365,218,,,,,,,,,
365,217,,,,,,,,,
399,205,,,,,,,,,
452,222,,,,,,,,,
454,225,,,,,,,,,
455,227,,,,,,,,,
401,211,,,,,,,,,
408,207,,,,,,,,,
453,269,,,,,,,,,
401,208,,,,,,,,,
390,168,,,,,,,,,
404,212,,,,,,,,,
402,209,,,,,,,,,
402,210,,,,,,,,,
454,219,,,,,,,,,
454,224,,,,,,,,,
366,218,,,,,,,,,
365,219,,,,,,,,,
400,207,,,,,,,,,
455,223,,,,,,,,,
403,210,,,,,,,,,
453,222,,,,,,,,,
367,218,,,,,,,,,
402,208,,,,,,,,,
400,211,,,,,,,,,
367,216,,,,,,,,,
405,212,,,,,,,,,
454,223,,,,,,,,,
401,209,,,,,,,,,
404,211,,,,,,,,,
399,207,,,,,,,,,
392,169,,,,,,,,,
404,201,,,,,,,,,
404,210,,,,,,,,,
454,222,,,,,,,,,
364,219,,,,,,,,,
453,223,,,,,,,,,
400,209,,,,,,,,,
400,210,,,,,,,,,
364,218,,,,,,,,,
455,225,,,,,,,,,
403,211,,,,,,,,,
402,207,,,,,,,,,
454,221,,,,,,,,,
